appid,name,developer_id,developer_name,rate,rate_num,supplier,size,genre,compatibility,language,age,copyright,price
1599671855,录音转文字助手,1596879295,"Onewaylane Co., Ltd.",4.4,113,"Onewaylane Co., Ltd.",52.6 MB,效率,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,4+,免费,"周费会员
¥18.00


月费会员
¥28.00


5小时录音转文字卡
¥38.00


年费会员
¥168.00"
1529078175,猫咪玩具(猫喜爱的声音与游戏),643519979,JAE HYON JU,3.7,78,JAE HYON JU,91.5 MB,娱乐,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,日文， 简体中文， 繁体中文， 英文， 韩文,4+,© ujasoft,免费
1147874819,Naver Papago - AI 翻译,311867731,NAVER Corp.,4.8,"3,208",NAVER Corp.,209.4 MB,参考资料,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,俄文， 印度尼西亚文， 德文， 意大利文， 日文， 法文， 泰文， 简体中文， 繁体中文， 英文， 西班牙文， 越南文， 韩文,17+，无限制网页访问,Copyright © Naver Corp. All Rights Reserved.,免费
589713574,ELLEone,421784927,"Beijing Beat Media Co., Ltd.",4.3,11,"Beijing Beat Media Co., Ltd.",89.6 MB,生活,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,简体中文， 英文,4+,免费,"6个ELLE爱豆
¥8.00


60个ELLE爱豆
¥58.00


ELLEone会员套餐1个月
¥68.00


ELLEone会员套餐3个月
¥198.00


618个ELLE爱豆
¥698.00


ELLEone会员套餐1年
¥698.00"
1504835619,蜜雪冰城-高质平价,1602308525,"Zhengzhou Baodao Technology Co., Ltd.",4.3,"1,557","Zhengzhou Baodao Technology Co., Ltd.",120.3 MB,美食佳饮,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 繁体中文， 英文,4+,"© 2023 Zhengzhou Baodao Technology Co., Ltd.",免费
1494098739,滚动截屏-自动长图拼接生成长截图,1460141400,Dehui Chengzhen,4.0,"6,235","Xiamen Dehui Chengzhen Network Technology Co., Ltd.",74.2 MB,工具,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,免费,"1000积分卡
¥8.00


3000积分卡
¥12.00


5000积分卡
¥18.00


1万个积分
¥28.00


20000 Points Card
¥48.00"
1521896508,染色棋盘,660989470,FTSix Studios,4.7,507,FTSix Studios,55.5 MB,游戏,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,© 426s.com,免费
435348307,北京地铁通 - MetroMan,1596627478,EXPANSE LLC,4.9,"5,142",EXPANSE LLC,54.5 MB,导航,iPhone设备需装有iOS14.0或更高版本。iPad设备需装有iPadOS14.0或更高版本。iPod touch设备需装有iOS14.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,俄文， 德文， 意大利文， 日文， 法文， 简体中文， 繁体中文， 英文， 葡萄牙文， 西班牙文， 韩文,4+,免费,"包月
¥6.00


包年
¥35.00


包季
¥12.00"
1489441203,沃家云视,445552453,CHINA UNICOM ONLINE INFORMATION TECHNOLOGY CO.LTD,4.1,12,CHINA UNICOM ONLINE INFORMATION TECHNOLOGY CO.LTD,76.8 MB,工具,iPhone设备需装有iOS8.0或更高版本。iPod touch设备需装有iOS8.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,17+，无限制网页访问,© 联通宽带在线有限公司,免费
1478700455,教师圈,702650874,上海卓越睿新数码科技有限公司,1.0,4,SHANGHAI ABLE DIGITAL & TECH Co. LTD.,115.7 MB,教育,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。,简体中文， 英文,4+,© SHANGHAI ABLE DIGITAL & TECH Co. LTD.,免费
1622656471,GitViewer,987366237,Tengfei Shi,4.7,9,Tengfei Shi,16.1 MB,软件开发工具,iPhone设备需装有iOS15.0或更高版本。iPad设备需装有iPadOS15.0或更高版本。iPod touch设备需装有iOS15.0或更高版本。Mac设备需装有macOS12.0或更高版本。,简体中文， 英文,4+,免费,"专业版 7 天试用
¥0.00


专业版
¥48.00"
917075932,杭州市·杭州市民卡,1626247510,杭州市民卡管理有限公司,4.9,29.5万,"Hangzhou Citizens Card Management Co., Ltd.",193 MB,生活,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,© 杭州市民卡有限公司,免费
1608857736,Hodor - HTTP&HTTPS抓包工具,1608679124,"Chengdu Feng Chui Ye Technology Co., Ltd",-1,0,"Chengdu Feng Chui Ye Technology Co., Ltd",52 MB,软件开发工具,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,免费,"Special Recovery Purchase
¥0.00


买断
¥58.00


买断
¥228.00


Basic Edition
¥22.00


买断
¥168.00


按年付费订阅
¥98.00"
1541992205,小鸟文学,1541992477,"Shanghai Xiaowu Culture Media Co., Ltd.",4.5,136,"Shanghai Xiaowu Culture Media Co., Ltd.",14 MB,报刊杂志,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,12+，偶尔/轻微的成人或性暗示题材，偶尔/轻微的现实暴力,免费,"小鸟文学3篇文章试读
¥12.00


小鸟文学588元年费会员
¥588.00


小鸟别册
¥30.00


小鸟别册
¥6.00


小鸟别册
¥25.00


小鸟别册
¥45.00


小鸟别册
¥50.00


小鸟别册
¥40.00"
1076819065,101教育PPT-老师备授课帮手,327313781,NetDragon Websoft Inc,4.9,2.3万,NetDragon Websoft Inc.,204.6 MB,教育,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文， 阿拉伯文,4+，偶尔/轻微的竞赛,© 2015-2023 福建省华渔教育科技有限公司 All Rights Reserved,免费
1476060179,辽宁ETC发行,1289106242,辽宁省高速公路运营管理有限责任公司,3.8,37,"LIAONING PROVINCE EXPRESSWAY OPERATION MANAGEMENT CO.,LTD",69.7 MB,工具,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,© 辽宁高速通智慧出行有限责任公司,免费
1252949514,Starmiss – 占星工具,1502344701,"Beijing Light For You Technology Co., Ltd.",2.6,16,"Beijing Light For You Technology Co., Ltd.",62.1 MB,工具,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。,日文， 简体中文， 繁体中文， 英文， 韩文,4+,免费,"Monthly Membership
¥48.00


Super Membership
¥498.00"
585918706,英语演讲-TED英语演讲练听力口语,1359053133,让梨,4.8,7.9万,"Shanghai Rangli Education & Technology Co., Ltd",135.6 MB,教育,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,4+,免费,"VIP月卡
¥28.00


VIP年卡
¥108.00"
1523130260,有心跳-舞蹈、跳舞、学舞神器,1523130262,"Train2Win Co,Ltd",4.3,742,"Train2Win Co., Ltd",262.2 MB,健康健美,iPhone设备需装有iOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。,简体中文， 英文,12+，频繁/强烈的竞赛,免费,"大会员连续包月
¥15.00


大会员连续包季
¥35.00


大会员连续包年
¥90.00


大会员包月
¥28.00


大会员连续包月
¥25.00


精粹6元
¥8.00


大会员包季
¥68.00


精粹25元
¥28.00


大会员包月
¥30.00


精粹12元
¥15.00"
1215148253,去上网（去哒）,1153974333,重庆跃动网络技术有限公司,1.7,616,"Chongqing YEDONE Network Technology Co., Ltd.",129.9 MB,生活,iPhone设备需装有iOS10.1或更高版本。iPod touch设备需装有iOS10.1或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,免费,"趣豆70
¥1.00


趣豆420
¥6.00


趣豆1260
¥18.00


趣豆2100
¥30.00"
1506715648,政采云商家版,1437708532,政采云有限公司,3.1,120,Government Procurement Cloud Co. Ltd.,150.4 MB,商务,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，无限制网页访问，偶尔/轻微的医药或医疗信息，偶尔/轻微的模拟赌博,© 政采云有限公司 版权所有,免费
6446304087,ChatX - AI 实用工具,888749139,ZiLi Huang,4.9,40,ZiLi Huang,8.5 MB,效率,iPhone设备需装有iOS15.0或更高版本。iPad设备需装有iPadOS15.0或更高版本。iPod touch设备需装有iOS15.0或更高版本。Mac设备需装有macOS12.0或更高版本。,简体中文， 英文,17+,免费,"Pro高级版
¥0.00


增加字数充值包1
¥6.00


增加字数充值包3
¥58.00


增加字数充值包2
¥28.00"
1625289361,空气投篮,1537575764,"Beijing No. 66 Interactive Tech Co., Ltd.",4.4,"3,836","Beijing No. 66 Interactive Tech Co., Ltd.",229.1 MB,体育,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,"© Beijing No. 66 Interactive Tech Co., Ltd.",¥8.00
1149334962,5EPlay - Live for E-sports,1615728824,北京迈格森东方科技有限公司,1.4,"4,140","Beijing Magson Oriental Technology Co., Ltd.",186.9 MB,娱乐,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，偶尔/轻微的卡通或幻想暴力，频繁/强烈的成人或性暗示题材，频繁/强烈的现实暴力,免费,"5E币4个
¥6.00


5E币35个
¥50.00


5E币8个
¥12.00


5E币21个
¥30.00


5E币89个
¥128.00


5E币432个
¥618.00"
1531067927,疯狂刷题-记笔记刷试卷,1431606687,杭州芽儿星科技有限公司,4.8,4.4万,"HangZhou Yaerxing Technology Co., Ltd.",47.7 MB,教育,iPhone设备需装有iOS10.0或更高版本。iPad设备需装有iPadOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,免费,"6枚勋章
¥12.00


20枚勋章
¥30.00


50枚勋章
¥50.00


小题万福
¥8.00


小题拜谢
¥15.00


小题跪了
¥28.00


小题叩首
¥22.00"
1500376147,菜划算,1452131584,杭州菜划算网络科技有限公司,3.3,667,"Hangzhou cuisine Network Technology Co., Ltd.",88.4 MB,美食佳饮,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。,简体中文,12+，偶尔/轻微的烟酒或毒品使用或相关内容,© 2020 MerchantClient Inc,免费
879464961,RenoBody～歩くだけでポイントがもらえる歩数計アプリ～,455598658,Neos Corporation,-1,0,Neos Corporation,89.7 MB,健康健美,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,日文,17+，频繁/强烈的竞赛，赌博,© 2018 Neos Corporation,免费
1621317550,Telegram Tools,1291778234,Oliver Mason,3.8,116,Oliver Mason,37.9 MB,社交,iPhone设备需装有iOS14.0或更高版本。iPad设备需装有iPadOS14.0或更高版本。iPod touch设备需装有iOS14.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,17+，频繁/强烈的成人或性暗示题材,免费,"Lock Chat
¥0.00


Convert Telegram voice to text
¥0.00


Remove Ads
¥33.00


Remove Ads
¥98.00


Remove Ads
¥63.00"
660232595,HKTaxi - 香港Call的士App,969892121,HKTaxi App Limited,3.9,24,HKTaxi App Limited,94.9 MB,旅游,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。,简体中文， 繁体中文， 英文,4+,© HKTaxi App Limited,免费
1470936215,力扣 LeetCode - 算法编程职业成长社区,1470936214,领扣网络,4.9,3万,Lingkou Network,114.6 MB,软件开发工具,iPhone设备需装有iOS13.0或更高版本。iPad设备需装有iPadOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,免费,"力扣 Plus 会员连续包月
¥78.00


力扣 Plus 会员连续包季
¥198.00


力扣 Plus 会员连续包年
¥498.00


30 栗豆
¥38.00


90 天
¥198.00


12 栗豆
¥15.00


88 栗豆
¥88.00


158 栗豆
¥168.00


208 栗豆
¥198.00


365 天
¥598.00"
1636719674,锁屏启动 - 万能桌面小组件,888749139,ZiLi Huang,4.9,3.2万,ZiLi Huang,85.7 MB,图形和设计,iPhone设备需装有iOS16.0或更高版本。,日文， 简体中文， 英文,4+,© 2022 6X Studio,免费Pro高级版，¥12.00
1591191217,智慧职教icve,730241119,高等教育出版社,1.1,"7,255","Higher Education Press Co.,Ltd.",101.4 MB,教育,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。,俄文， 印度尼西亚文， 土耳其文， 德文， 意大利文， 日文， 法文， 泰文， 简体中文， 繁体中文， 英文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文， 马来文,4+,© 高等教育出版社有限公司,免费
1234927940,军采通,1048850291,"Hangzhou AKEY.ME Co., Ltd.",4.1,30,"Hangzhou AKEY.ME Co., Ltd.",112 MB,社交,iPhone设备需装有iOS8.0或更高版本。iPod touch设备需装有iOS8.0或更高版本。,简体中文， 英文,4+,"© 2014-2020 Hangzhou AKEY.ME Co.,Ltd.",免费
1174237598,小象优品-想要的，现在就要,1565301486,"Shanghai Weihan Technology Co., Ltd.",4.8,10.4万,"Shanghai Weihan Technology Co., Ltd.",162.2 MB,购物,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© 小象优品,免费
1575548266,泡泡盲盒-潮玩盲盒扭蛋在线拆盒夺宝,1550258057,令 赵,4.2,5,令 赵,23 MB,生活,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,英文,4+,©️泡泡盲盒,免费
1459611813,YAO-潮流购物App,1469000391,ShangHai Chaoxiang Information technology co. LTD,2.6,"1,163",ShangHai Chaoxiang Information technology co. LTD,102 MB,体育,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,© Yao App,免费
6444197800,皮皮壁纸,1650921883,志飞 王,3.4,316,志飞 王,240.5 MB,工具,iPhone设备需装有iOS14.0或更高版本。iPod touch设备需装有iOS14.0或更高版本。,英文,4+,免费,"一年会员
¥58.80


一年会员
¥28.00


终身会员
¥68.80


一个月会员
¥15.00


月度会员
¥19.80


年度会员
¥38.00


三个月会员
¥22.00"
1618595631,Formulify,1486909114,Andre Marinho,4.6,37,Andre Marinho,117.7 MB,体育,iPhone设备需装有iOS15.0或更高版本。iPod touch设备需装有iOS15.0或更高版本。Mac需要macOS 12.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"Premium
¥68.00"
1012168346,发型多多-发型设计与脸型搭配,527522104,hangzhou cina Information Technology Company Co.Ltd,4.1,3.8万,HangZhou Cina  Information Technology Company  Co.Ltd,61.9 MB,健康健美,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,免费,"发型多多-600余款男女发型全解锁高级会员
¥128.00


发型多多一周会员
¥28.00


三个月VIP
¥68.00


发型多多+
¥58.00"
6444749484,Codereader.dev,1656626837,Matias Andrade Guzman,-1,0,Matias Andrade Guzman,22.7 MB,软件开发工具,iPhone设备需装有iOS12.4或更高版本。iPad设备需装有iPadOS12.4或更高版本。iPod touch设备需装有iOS12.4或更高版本。,英文,4+,© 2023 Codereader Inc.,免费
1098638789,21cake-在线订购新鲜生日蛋糕,1106273919,北京廿一客食品有限公司,4.9,7.6万,"Beijing 21cake Food Co., Ltd.",54.9 MB,美食佳饮,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,Copyright © 21Cake蛋糕官网商城 2007-2021,免费
1398735486,河北税务,1386669344,税友软件集团股份有限公司河北分公司,1.6,506,"Hebei Provincial Office, SAT",38.5 MB,财务,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。,简体中文,4+,"© 2018 Hebei Provincial Office, SAT",免费
713916894,宁波税务,977876821,"Ningbo Tax Service, State Taxation Administration",2.0,186,"Ningbo Tax Service, State Taxation Administration",53.9 MB,生活,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,© 国家税务总局宁波市税务局,免费
1659047334,宇穿加速器-VPN网络加速器,1659047336,YCTCH Mobile Ltd.,4.8,"1,135",YCTCH Mobile Ltd.,21.8 MB,效率,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,丹麦文， 德文， 日文， 法文， 简体中文， 繁体中文， 英文， 葡萄牙文， 西班牙文， 越南文， 马来文,4+,免费,"1个月VIP
¥45.00


6个月VIP
¥138.00


1年VIP
¥228.00"
1509047602,围棋AI--Katago围棋人工智能复盘对弈,1433352287,"Beijing Kata Technology Co., Ltd.",4.4,"1,005","Beijing Kata Technology Co., Ltd.",84.9 MB,体育,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,日文， 简体中文， 繁体中文， 英文， 韩文,4+,免费,"连续包月
¥30.00


专业版
¥168.00


6M云豆
¥8.00


1M云豆
¥8.00


50M云豆
¥58.00


连续包季
¥88.00


98M云豆
¥98.00


连续包月
¥60.00


连续包年
¥303.00


198M云豆
¥198.00"
1598092077,工银兴农通,404569366,Industrial and Commercial Bank of China,4.2,923,Industrial and Commercial Bank of China,303.6 MB,财务,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 英文,17+，频繁/强烈的竞赛，赌博，偶尔/轻微的模拟赌博，偶尔/轻微的烟酒或毒品使用或相关内容,© Copyright 2011 ICBC. All rights reserved.,免费
1587451906,MActivePro,1587451908,"Shenzhen Horn Big Data Software Co.,Ltd",3.1,"1,045","Shenzhen Horn Big Data Software Co.,Ltd",140 MB,健康健美,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,亚美尼亚文， 俄文， 印度尼西亚文， 土耳其文， 希伯来文， 希腊文， 德文， 意大利文， 捷克文， 斯洛伐克文， 斯洛文尼亚文， 日文， 法文， 波兰文， 波斯文， 泰文， 简体中文， 繁体中文， 罗马尼亚文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文， 马来文,9+，偶尔/轻微的惊悚或恐怖题材,"©  Shenzhen Horn Big Data Software Co., Ltd",免费表盘，¥8.00，，，表盘3元，¥3.00，，，表盘，¥8.00，，，表盘，¥8.00，，，永久会员，¥50.00，，，1个月会员，¥22.00，，，永久会员，¥58.00，，，12个月会员，¥38.00，，，包月会员，¥18.00，，，表盘6元，¥6.00
1412534170,喜茶GO,1412534169,HEYTEA,3.6,285,"Shenzhen Meixixi Catering Management Co., Ltd.",90.9 MB,美食佳饮,iPhone设备需装有iOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。,日文， 简体中文， 繁体中文， 英文,4+,"© 2018 Shenzhen Meixixi Catering Management Co., Ltd. All Rights Reserved",免费
539824445,中关村在线 - 1.2亿科技用户真实好物口碑,1033566331,"Beijing Zhixing Ruijing Technology Co., Ltd.",4.5,"7,409","Beijing Zhixing Ruijing Technology Co., Ltd.",205.6 MB,生活,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，偶尔/轻微的卡通或幻想暴力，赌博，偶尔/轻微的色情内容或裸露，偶尔/轻微的模拟赌博，频繁/强烈的竞赛,© 2021 ZOL中关村在线 版权所有,免费
833967564,Webex,298844389,Cisco,4.2,278,Cisco,563.5 MB,商务,iPhone设备需装有iOS15.5或更高版本。iPad设备需装有iPadOS15.5或更高版本。iPod touch设备需装有iOS15.5或更高版本。,丹麦文， 乌克兰文， 俄文， 保加利亚文， 克罗地亚文， 加泰罗尼亚文， 匈牙利文， 博克马尔文挪威文， 印度尼西亚文， 土耳其文， 塞尔维亚文， 希伯来文， 德文， 意大利文， 捷克文， 日文， 法文， 波兰文， 爱尔兰文， 瑞典文， 简体中文， 繁体中文， 罗马尼亚文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 阿拉伯文， 韩文,4+,© 2023 Cisco Systems,免费
1573703591,Wearfit Pro - 中国大陆版,1112868248,深圳市微克科技有限公司,3.2,"1,909","Shenzhen Wakeup technology Co., Ltd.",333.1 MB,健康健美,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,丹麦文， 乌克兰文， 俄文， 印度尼西亚文， 土耳其文， 希伯来文， 希腊文， 德文， 意大利文， 捷克文， 日文， 法文， 波兰文， 波斯文， 泰文， 简体中文， 繁体中文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文， 马来文,12+，偶尔/轻微的医药或医疗信息,© 2020SRO543061,免费表盘B，¥8.00，，，Wearfit 连续包月会员，¥18.00，，，表盘C，¥8.00，，，表盘A，¥8.00，，，Wearfit Pro VIP(包月)，¥22.00，，， Wearfit Pro VIP（包月），¥28.00，，，Wearfit Pro VIP（包年），¥198.00，，，Wearfit Pro VIP（包季），¥58.00，，，Wearfit Pro VIP（包季），¥58.00，，，Wearfit Pro VIP (包年)，¥198.00
1502504199,听景,1502504198,"Taiyuan Rail Transit Co.,Ltd",3.2,480,"Taiyuan Rail Transit Development Co., Ltd",92.3 MB,旅游,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,"© Taiyuan Rail Transit Co., Ltd",免费
6444094813,卟咔Brca - 二次元AI绘图生成器,1582146683,"Shanghai YYDS Network Technology Co., Ltd.",3.8,441,"Shanghai YYDS Network Technology Co., Ltd.",90.3 MB,图形和设计,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+,免费,"卟咔AI月会员
¥98.00


60卟咔币
¥6.00


卟咔AI 20次绘制特权
¥30.00


卟咔AI周会员
¥28.00


300卟咔币
¥30.00


卟咔AI季度会员
¥188.00


1200卟咔币
¥98.00


5000卟咔币
¥388.00"
1381280755,光芒健身记录-健身计划软件,960344572,wusi xu,4.7,219,wusi xu,47 MB,健康健美,iPhone设备需装有iOS10.0或更高版本。iPad设备需装有iPadOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,免费,"支持开发者
¥8.00


大力支持开发者
¥88.00"
1452477464,瑞合信Plus,1190038723,xiaoyang Fu,3.0,243,xiaoyang Fu,101.7 MB,工具,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,4+,© rhxled 2019,免费
1564196299,暖暖小月事-经期大姨妈贴心助手,1218725468,"Chongqing Calendar Tech. Co., Ltd",3.9,50,Chongqing Calendar Tech. Co. Ltd,83.6 MB,健康健美,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,9+，偶尔/轻微的成人或性暗示题材,© youloft,免费
1183817887,Picsart Color 绘画,587366038,"PicsArt, Inc.",4.2,608,"PicsArt, Inc.",100.8 MB,图形和设计,iPhone设备需装有iOS13.0或更高版本。iPad设备需装有iPadOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,亚美尼亚文， 俄文， 印地文， 印度尼西亚文， 土耳其文， 孟加拉文， 德文， 意大利文， 日文， 法文， 波兰文， 泰文， 简体中文， 繁体中文， 英文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文,4+,免费,"Color Gold Weekly
¥20.00


Color Gold
¥35.00"
977113509,沃邮箱-中国联通邮箱客户端,445552453,CHINA UNICOM ONLINE INFORMATION TECHNOLOGY CO.LTD,3.5,304,CHINA UNICOM ONLINE INFORMATION TECHNOLOGY CO.LTD,100.8 MB,效率,iPhone设备需装有iOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,© 联通在线信息科技有限公司,免费
1020547107,猫眼专业版,1482891258,"Beijing Maoyan Culture Media Co., Ltd.",4.9,10.3万,"Beijing Maoyan Culture Media Co., Ltd.",98.4 MB,娱乐,iPhone设备需装有iOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。,简体中文， 英文,4+,© 猫眼电影,免费
