appid,name,developer_id,developer_name,comm_count,recomm_count,screenshots_count,rate,rate_num,version,update_content,supplier,size,genre,compatibility,language,age,copyright,price
1265776441,上汽大众记录仪用户端,1265776440,上海玖印实业发展有限公司,0,7,0,2.0,244,版本 2.2,优化OTA下载区缓存,"Shanghai Inseal Industrial Development Co., Ltd",41.5 MB,导航,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,乌克兰文， 俄文， 德文， 意大利文， 日文， 法文， 波兰文， 泰文， 简体中文， 繁体中文， 英文， 西班牙文,4+,© 上海玖印实业发展有限公司,免费
1175213887,TIM – QQ办公简洁版,473924491,"Tencent Technology (Shanghai) Co., Ltd",0,12,0,3.2,3.5万,版本 3.4.6,- 优化性能和体验问题，给你更好的使用体验。,"Tencent Technology (Shanghai) Co., Ltd",332.5 MB,商务,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,© 2017-2022 Tencent Inc.,免费
557545298,百词斩-学英语、背单词必备,1048048299,"Chaoyouai Tech. Co., Ltd.",0,12,0,4.8,114.2万,版本 7.4.6,背单词总是停留在abandon怎么办？来百词斩，找同桌，组小队，加小班和好友一起，背单词更轻松！ 有任何疑问请点击「我」 -> 「帮助与反馈」提交你的反馈与问题~,"Chaoyouai Tech. Co., Ltd.",118.8 MB,教育,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 繁体中文， 英文,4+,免费,"6金币
¥6.00


50金币
¥50.00


听力体验营
¥6.00


18金币
¥18.00


四级备考课
¥50.00


夜曲编程体验营
¥1.00


新概念英语学习营
¥6.00


1金币
¥1.00


芝士派听力训练营
¥18.00


薄荷英语外刊训练营
¥1.00"
1546696538,一汽大众车联,473587809,"FAW-Volkswagen Automotive Co.,Ltd",0,9,0,3.3,190,版本 1.3,1、新增语音控制空调、美食等功能2、支持新一代汽车（2022年生产）的无线互联功能3、修改用户反馈问题,"FAW-Volkswagen Automotive Co.,Ltd",212.2 MB,导航,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,© 2021 一汽大众汽车有限公司,免费
1508464482,樱花动漫 - 二次元风车动漫之家,1472972316,fangnjing fu,0,8,0,4.0,1.7万,版本 2.5,修复了一些问题,fangnjing fu,23.3 MB,娱乐,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,9+，偶尔/轻微的亵渎或低俗幽默,© BBFUN,免费
1483716450,赛酷体育 - 足球篮球体育赛事直播比分预测平台,1638671595,北京茵你而来科技有限公司,0,8,0,4.5,163,版本 1.22.0,【体育直播】海外专栏上线，当地人更懂当地比赛；【足球比赛】新增AI智选精析，博取众长推演走向；,"Beijing Yinni Erlai Technology Co., Ltd.",67.9 MB,体育,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，频繁/强烈的竞赛，偶尔/轻微的模拟赌博，赌博,免费,"88酷币
¥108.00


148酷币
¥178.00


6酷币
¥8.00


188酷币
¥228.00


52酷币
¥73.00


75酷币
¥98.00


21酷币
¥30.00


448酷币
¥548.00


588酷币
¥718.00


698酷币
¥848.00"
943708006,途虎养车-专业汽车保养平台,943708005,上海阑途信息技术有限公司,0,12,0,4.8,20.6万,版本 6.53.0,全国途虎养车工场店有5000家啦！大城小镇全覆盖，5000店庆狂撒福利首发途虎养车超级会员卡，限时5折抢原价199元，折后仅售99元洗车5折不限次，保养折上8折起养车，就是途虎,"Shanghai Lantu Information Technology Co., ltd.",268.9 MB,购物,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，无限制网页访问,© tuhu.cn,免费
739628906,THE GULU,739628909,Gorilla Group Limited,0,9,0,4.8,749,版本 4.2.4,感謝您使用THE GULU！今期更新：- 修正錯誤,Gorilla Group Limited,117.8 MB,美食佳饮,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,4+,© 2019 Gorilla Group Limited,免费
1273960306,数字温度计,1272014037,HouFa Chen,0,6,0,4.6,"9,046",版本 1.3,bug fix,HouFa Chen,35.3 MB,天气,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,丹麦文， 乌克兰文， 俄文， 博克马尔文挪威文， 印度尼西亚文， 土耳其文， 希腊文， 德文， 意大利文， 捷克文， 日文， 法文， 泰文， 瑞典文， 简体中文， 繁体中文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 韩文， 马来文,4+,免费,"移除广告
¥8.00"
1060362098,找靓机-二手手机交易平台,1614214511,深圳转转网络技术发展有限责任公司,0,9,0,3.3,2.5万,版本 9.3.10,找靓机新版来了，快升级吧！本次更新：-优化了部分产品体验及性能,"Shenzhen Zhuanzhuan Network Technological Development Co., Ltd",144.3 MB,购物,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文,17+，无限制网页访问,© 深圳找靓机网络技术发展有限责任公司,免费
1222465398,宝宝辅食大全-婴儿食谱,735066431,hu weibing,0,6,0,4.9,5.1万,版本 2.2,程序优化和已知问题修改等,hu weibing,28.1 MB,美食佳饮,iPhone设备需装有iOS7.0或更高版本。iPad设备需装有iPadOS7.0或更高版本。iPod touch设备需装有iOS7.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,丹麦文， 乌克兰文， 俄文， 加泰罗尼亚文， 匈牙利文， 博克马尔文挪威文， 印度尼西亚文， 土耳其文， 希伯来文， 希腊文， 德文， 意大利文， 捷克文， 斯洛伐克文， 日文， 法文， 波兰文， 泰文， 瑞典文， 简体中文， 繁体中文， 罗马尼亚文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文， 马来文,4+,© LeJi InfoTech Ltd.,免费
910260096,浙里办-让你一次都不跑,910260099,the General Office of the People's Government of Zhejiang Province,0,6,0,3.1,1.7万,版本 7.4.2,1.一些问题修复。,General Office of the People's Government of Zhejiang Province,247.4 MB,生活,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,© www.zjzwfw.gov.cn,免费
1203189645,伴鱼绘本-儿童中英文绘本故事,1020664965,Palfish Inc.,0,11,0,4.7,75万,版本 3.2.60630,【终身卡限时0元学】SVIP终身卡6.18限时促销，打卡300天就可全额返会费，还等什么赶紧抢【点读宝火热上市】创意互动学习必备利器，英语启蒙全覆盖，手指点点轻松学【阅读打卡赢奖牌】世界名画经典重现，小鱼仔可爱实体奖牌等你来拿,Palfish Inc.,233.5 MB,教育,iPhone设备需装有iOS10.0或更高版本。iPad设备需装有iPadOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,日文， 简体中文， 英文,4+（为，6–8，岁儿童设计）,免费,"伴鱼绘本VIP连续包月
¥40.00


伴鱼绘本SVIP连续包月
¥40.00


伴鱼绘本终身vip
¥598.00


伴鱼绘本VIP连续包月
¥40.00


伴鱼绘本SVIP连续包月
¥40.00


伴鱼绘本VIP连续包月
¥40.00


伴鱼自然拼读level1(28节课)
¥98.00


伴鱼自然拼读Level1
¥88.00


伴鱼自然拼读-永久会员
¥498.00


伴鱼绘本SVIP连续包月
¥40.00"
1474353052,乐享家-乐享生活,1592304388,国静 朱,0,6,0,2.6,797,版本 1.7.6,1.已知问题修复，提升用户体验,国静 朱,79.4 MB,生活,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© 乐享家,免费
1232131998,懂车帝-选买新车二手车,1232131997,北京空间变换科技有限公司,0,6,0,4.8,45.5万,版本 7.6.6,2023懂车帝夏测来袭，60+主流车型重聚吐鲁番，“高温大考”谁能脱颖而出？,"Beijing Space Matrix Technology Co., Ltd.",377.2 MB,生活,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，偶尔/轻微的色情内容或裸露，赌博，频繁/强烈的竞赛，偶尔/轻微的成人或性暗示题材,免费,"42钻
¥6.00


1钻
¥1.00


210钻
¥30.00


7抖币
¥1.00


686钻
¥98.00


42抖币
¥6.00


210抖币
¥30.00


2086钻
¥298.00


686抖币
¥98.00


4116钻
¥588.00"
1623136161,Globe地球-可自定图源，探索全景、街景和高清三维卫星地球,1233662093,大靖 刘,0,8,0,4.3,511,版本 2.5.1,1.修复已知问题。,大靖 刘,153.1 MB,导航,iPhone设备需装有iOS13.0或更高版本。iPad设备需装有iPadOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,© 2022 Globe Earth,免费一年Pro，¥68.00，，，一个月Pro，¥28.00，，，Pro版本，¥88.00
433125283,纵横小说-原创小说电子书阅读工具,424545654,ZongHeng,0,6,0,4.0,"5,692",版本 7.6.1,【体验优化】上线作品百科/里程碑，更多精彩内容等你发现！【全网首发】《我有一剑》《剑来》《剑道第一仙》《最强战神》《逆天邪神》等大神作品全网最快更新！【热门活动】月票榜新星《网游：我有万倍增幅》，免费抽奖，赢好礼。,"zongheng(Beijing HuangXiangZongHeng Network Technology Co., Ltd.)",124.7 MB,图书,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文,17+，偶尔/轻微的成人或性暗示题材，无限制网页访问，偶尔/轻微的惊悚或恐怖题材，频繁/强烈的竞赛，赌博，偶尔/轻微的模拟赌博，频繁/强烈的卡通或幻想暴力，偶尔/轻微的烟酒或毒品使用或相关内容，偶尔/轻微的亵渎或低俗幽默，频繁/强烈的现实暴力，频繁/强烈的色情内容或裸露,免费,"600纵横币
¥6.00


3000纵横币
¥30.00


1200纵横币
¥12.00


5000纵横币
¥50.00


9800纵横币
¥98.00


19800纵横币
¥198.00"
1496545193,花小猪司机端-车主招募平台首选,1496121982,"Beijing HongYiBo Technology Co., Ltd",0,7,0,4.7,10.3万,版本 1.7.12,1. 一个平台 可接多品类订单特赚单—高峰带你高价赚特价单—平峰带你补充赚一口价单—日常单多稳定赚2. 加入小猪长期伙伴 可享专属特权活动从2022年3月1日开始长期有效完成月度（完单量、成交率、合规证件上传）任务可享优先派单和历史订单垫付权益（具体活动规则以APP内官方解释为准）,"Beijing HongYiBo Technology Co., Ltd.",156.1 MB,旅游,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,简体中文,4+,"© 2020 Beijing HongYiBo Technology Co., Ltd.",免费
1362548649,NOMO CAM - 你的拍立得,1572391326,Beijing Lingguang Zaixian Information Technology Limited,0,9,0,4.8,130.6万,版本 1.6.6,为了庆祝农历兔年新年，NOMO CAM 再次推出「多合一」相机。通过各种有趣的方式激活新相机。,Beijing Lingguang Zaixian Information Technology Limited,72.9 MB,摄影与录像,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,日文， 泰文， 简体中文， 繁体中文， 英文， 韩文,4+,免费,"NOMO PRO (1 年)
¥188.00


NOMO TOY F
¥0.00


NOMO ROMA
¥0.00


NOMO FR2
¥0.00


NOMO TOY K
¥0.00


NOMO 2007
¥0.00


NOMO 135 B
¥15.00


NOMO EATS
¥15.00


NOMO 135 M
¥8.00


NOMO CAM BOY
¥15.00"
698013609,扇贝单词英语版-四六级考研等英语词汇记忆,531059694,扇贝网,0,10,0,4.7,2.9万,版本 5.8.46,炎炎夏日，学习不打烊！本次更新内容：1、一些bug的修正与体验优化同学们如果觉得我们做的还不错，请给一个好评吧～有任何建议或问题都可以在APP内点击“我的-帮助与客服”进行反馈哦。,Nanjing Beiwan Education & Technology LTD.,293.1 MB,教育,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文,4+,免费,"扇贝单词会员连续包月
¥18.00


扇贝单词会员连续包月
¥18.00


扇贝单词年卡会员
¥98.00


600贝壳
¥6.00


3000贝壳
¥30.00


1800贝壳
¥18.00


1200贝壳
¥12.00


扇贝单词月卡会员
¥28.00


5000贝壳
¥50.00


10000贝壳
¥100.00"
1565325237,中山眼科中心,1366556131,中山大学中山眼科中心,0,6,0,1.9,108,版本 5.6.2,优化自助出院用户体验,"Zhongshan Ophthalmic Center,sun Yat-sen University",55.3 MB,医疗,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,12+，偶尔/轻微的医药或医疗信息,© 中山大学中山眼科中心,免费
874837944,爱奇艺奇巴布-儿童动画儿歌启蒙,387327025,QIYI,0,11,0,4.4,9.5万,版本 13.7.0,【热门内容】新增热门动画《喜羊羊与灰太狼之遨游神秘洋》《妙奇变身少女》《音乐公主爱美莉 第3季》，更有小朋友们喜欢的《熊熊帮帮团 第2季》《小猪佩奇 第9季》等全球热播动画，陪伴孩子快乐成长每一天！【暑期活动】超值会员礼包大放送，更新看详情>>【首页模块】更多动画角色一键查看，精彩看点支持上下切换新视频；【俱乐部】趣味互动话题持续更新，发布作品赢奖品；【用户体验】支持历史账号一键登录，无需重复输入账号密码～,"Beijing Qiyi Century Science & Technology Co.,LTD.",178.7 MB,教育,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,4+（为，0–5，岁儿童设计）,免费,"爱奇艺连续包月会员
¥25.00


1个月
¥30.00


3个月
¥78.00


爱奇艺连续包季会员
¥68.00


爱奇艺连续包年会员
¥238.00


12个月
¥258.00


50奇点
¥50.00


6奇点
¥6.00


25奇点
¥25.00


12奇点
¥12.00"
473225145,QQ邮箱,504515421,Tencent Mobile International Limited,0,8,0,3.7,2.2万,版本 6.4.5,修复了一些已知问题,Tencent Mobile International Limited,245.8 MB,工具,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 繁体中文， 英文,4+,免费,"QQ邮箱扩容连续包月
¥15.00


QQ邮箱扩容1个月
¥18.00


QQ邮箱扩容3个月
¥45.00


QQ邮箱扩容6个月
¥88.00"
415872960,广发银行手机银行,415872963,广发银行股份有限公司,0,12,0,3.1,"2,666",版本 8.2.5,1.推出“智能宝”业务。2.新增“抵押易”一键续贷功能。3.上线电影票购买及商超优惠买单服务。更多功能及体验优化，等您来体验！,"China Guangfa Bank Co., Ltd",227.9 MB,财务,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，频繁/强烈的模拟赌博，赌博，频繁/强烈的竞赛,"© Guangdong Development Bank Co., Ltd",免费
367278030,欧路英语词典 Eudic-汉英英汉互译工具,327432859,QianYan Network,0,12,0,4.8,8.9万,版本 11.1.2,== 短文助记上线，通过故事记单词 ==- 词典VIP用户福利：免费使用，不消耗AI额度- 支持从生词本或背单词课本选择单词- 选择重点词、难词后，快速生成文章，在真实语境中巩固记忆- 支持切换是否显示译文- 智能创作趣味短文，覆盖故事/议论文/童话/科幻等多种题材- 支持一键导出精美长图 / PDF文件其他更新：- 新增 生词本随机顺序排列- 新增 生词本批量导出功能- 改进AI余额提示，显示历史明细- 改进 新建笔记记录上次的公开状态- 修复 epub无法正常标记- 改进 单词缩写发音,QianYan Network,241.3 MB,参考资料,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,法文， 简体中文， 繁体中文， 英文,17+，无限制网页访问,免费,"升级增强版
¥98.00


AI资源(5万词)
¥12.00


AI资源(50万词)
¥88.00"
1033115605,京粉(京东联盟出品),1255827378,北京京东世纪贸易有限公司,0,7,0,2.3,"1,452",版本 3.12.44,修复已知问题，提升用户体验。,"Jingdonghaijia E-commerce Co., Ltd.",58.7 MB,商务,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。,简体中文,4+,© 京东JD.com 版权所有,免费
475772902,星空 - 让您不再迷失,305827577,iCandi Apps Ltd.,0,6,0,4.8,"1,733",版本 11.4,我们会定期对应用程序进行改进和增强。 快乐的观星！,iCandi Apps Ltd.,1.2 GB,参考资料,iPhone设备需装有iOS14.0或更高版本。iPad设备需装有iPadOS14.0或更高版本。iPod touch设备需装有iOS14.0或更高版本。Mac设备需装有macOS11.0或更高版本。Apple TV设备需装有Apple tvOS14.0或更高版本。,丹麦文， 乌克兰文， 乌兹别克文， 乌尔都文， 亚美尼亚文， 俄文， 保加利亚文， 克罗地亚文， 冰岛文， 加利西亚文， 加泰罗尼亚文， 匈牙利文， 南非荷兰文， 博克马尔文挪威文， 卡纳达文， 印地文， 印度尼西亚文， 古吉拉特文， 哈萨克文， 土耳其文， 塞尔维亚文， 孟加拉文， 尼泊尔文， 希伯来文， 希腊文， 德文， 意大利文， 拉脱维亚文， 捷克文， 斯洛伐克文， 斯洛文尼亚文， 斯瓦希里文， 旁遮普文， 日文， 格鲁吉亚文， 法文， 波兰文， 波斯尼亚文， 波斯文， 泰卢固文， 泰文， 泰米尔文， 爱沙尼亚文， 瑞典文， 白俄罗斯文， 祖鲁文， 立陶宛文， 简体中文， 繁体中文， 缅甸文， 罗马尼亚文， 老挝语， 芬兰文， 英文， 荷兰文， 菲律宾文， 葡萄牙文， 西班牙文， 越南文， 阿塞拜疆文， 阿尔巴尼亚文， 阿布哈西亚文， 阿拉伯文， 韩文， 马其顿文， 马拉地文， 马拉雅拉姆文， 马来文,4+,免费,"夜空高级 - 每月
¥40.00


夜空高级 - 年度订阅
¥100.00


夜空高级 - 每月
¥40.00


夜空高级年度 - 使用高级套餐
¥278.00


生命的夜空
¥1,698.00"
593811445,健康160-挂号问诊体检购药,591752491,深圳市宁远科技有限公司,0,11,0,4.6,"7,549",版本 7.2.6,1、优化了其他已知问题,"Shenzhen Ningyuan Technology Co., Ltd.",268.5 MB,医疗,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,17+，无限制网页访问，偶尔/轻微的竞赛,© 深圳市宁远科技股份有限公司,免费
1598773243,QiFit,1598773245,"Shenzhen Qingcheng Wireless Technology Co., Ltd.",0,6,0,3.2,159,版本 1.2.0,1.Fix known issues,"Shenzhen Qingcheng Wireless Technology Co., Ltd.",172.3 MB,健康健美,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,丹麦文， 乌克兰文， 俄文， 克罗地亚文， 匈牙利文， 印地文， 印度尼西亚文， 土耳其文， 希伯来文， 希腊文， 德文， 意大利文， 拉脱维亚文， 捷克文， 斯洛伐克文， 斯洛文尼亚文， 日文， 法文， 波兰文， 泰文， 爱沙尼亚文， 瑞典文， 立陶宛文， 简体中文， 繁体中文， 罗马尼亚文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文， 马来文,4+,"© Shenzhen Qingcheng Wireless Technology Co., Ltd.",免费表盘 A，¥8.00，，，表盘 C，¥8.00，，，表盘B，¥8.00
576337924,有道翻译官-107种语言翻译,840227969,"Beijing NetEase Youdao Computer System Co.,Ltd",0,12,0,4.6,6.8万,版本 4.1.18,【更新内容】-修复部分已知问题，体验进一步优化～,"Beijing NetEase Youdao Computer System Co.,Ltd",264.7 MB,效率,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,免费,"6充值币
¥6.00


1充值币
¥1.00


12充值币
¥12.00


30充值币
¥30.00


50充值币
¥50.00


98充值币
¥98.00"
1204082699,美团民宿-民宿短租住宿平台,591716137,"Beijing WoYaoWoKong Technology Co.,Ltd",0,6,0,4.9,4.4万,版本 7.9.3,新版本发布啦，更多功能优化，赶快来体验吧。,"Beijing WoYaoWoKong Technology Co.,Ltd",111.9 MB,旅游,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,简体中文,17+，赌博，频繁/强烈的竞赛,© 2019 WoYaoWoKong Inc.,免费
1536579599,蓝牙调试助手,1509434108,杭州橘汁科技有限公司,0,12,0,4.6,"3,023",版本 2.6.5,* 用户反馈问题修复,"Hangzhou OrangeJuice Technology Co., Ltd.",56.6 MB,软件开发工具,iPhone设备需装有iOS13.0或更高版本。iPad设备需装有iPadOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,免费,"广告移除
¥15.00"
462125072,中国移动广东,455204282,中国移动广东有限公司,0,8,0,2.7,6.5万,版本 10.2.0,1、【应用安全加固】隐私一键全面防护2、【查看未读邮件数】重要事项无遗漏3、 优化了部分功能及体验,"China Mobile Group Guangdong Co., Ltd.",386.7 MB,工具,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,英文,17+，赌博，频繁/强烈的竞赛,© 中国移动通信集团广东有限公司,免费
928864273,叽里呱啦-专注儿童语言认知发展,1460543798,Cheng Cheng Internet Technology Shanghai Ltd,0,6,0,4.6,40.3万,版本 11.27.0,用户体验优化修复部分已知问题,Cheng Cheng Internet Technology Shanghai Ltd,379.8 MB,图书,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。,简体中文,4+（为，6–8，岁儿童设计）,免费,"12呱豆
¥12.00


388 呱豆
¥388.00


488 呱豆
¥488.00


88 呱豆
¥88.00


248呱豆
¥248.00


448呱豆
¥448.00


138 呱豆
¥138.00


588 呱豆
¥588.00


1呱豆
¥1.00


8呱豆
¥8.00"
1400133654,解压专家 - DZIP ZIP RAR 7Z 快速解压和压缩,1140417042,金 陈,0,7,0,4.9,47.2万,版本 6.4.7,修复一些bug。----------------------------------您如果遇到任何问题可以加入我们官方QQ群：857376458，我们会有客服妹子帮你解决问题。最后非常感谢解压专家用户们的反馈和建议，有你们我们会变得更好！,金 陈,221.1 MB,效率,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,德文， 意大利文， 日文， 简体中文， 繁体中文， 英文， 荷兰文， 西班牙文， 韩文,17+，无限制网页访问,免费,"永久解锁所有功能
¥38.00


解压专家年会员
¥24.00"
1504835619,蜜雪冰城-高质平价,1602308525,"Zhengzhou Baodao Technology Co., Ltd.",0,10,0,4.3,"1,556",版本 3.1.3,你爱我，我爱你，蜜雪冰城甜蜜蜜 ~新版本已发布- 商品详情展现优化升级，优化用户体验- 修复已知问题，优化用户体验- 下载最新版本蜜雪冰城APP，体验更稳定的服务- 使用中有任何问题或建议，可前往【我的】-【问题反馈】中告诉我们,"Zhengzhou Baodao Technology Co., Ltd.",120.3 MB,美食佳饮,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 繁体中文， 英文,4+,"© 2023 Zhengzhou Baodao Technology Co., Ltd.",免费
469284907,HP Smart,299531650,HP Inc.,0,12,0,4.9,89.2万,版本 15.0.1,次要改进和补丁修复。,HP Inc.,228 MB,效率,iPhone设备需装有iOS14.0或更高版本。iPad设备需装有iPadOS14.0或更高版本。iPod touch设备需装有iOS14.0或更高版本。,丹麦文， 俄文， 保加利亚文， 克罗地亚文， 匈牙利文， 博克马尔文挪威文， 土耳其文， 希腊文， 德文， 意大利文， 拉脱维亚文， 捷克文， 斯洛伐克文， 斯洛文尼亚文， 日文， 法文， 波兰文， 爱沙尼亚文， 瑞典文， 立陶宛文， 简体中文， 繁体中文， 罗马尼亚文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 韩文,4+,"© 2023 HP Development Company, L.P.",免费
1204049966,海康互联,358934279,"Hikvision Digital Technology Co.,Ltd",0,12,0,2.3,447,版本 4.8.0,1、解决部分已知问题，优化多项细节,"Hikvision Digital Technology Co.,Ltd",256.5 MB,商务,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,法文， 简体中文， 繁体中文， 英文， 西班牙文,4+,"© Hangzhou hikvision digital technology Co., Ltd",免费
1053136947,JBL Headphones,419840205,Harman International Industries,0,12,0,4.5,"1,040",版本 5.14.20,- Update Korea translation: 환영합다 -> 환영합니다! / 길게 탭하여 작동시키다. -> 길게 탭하여 작동,Harman International Industries,658.8 MB,音乐,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,俄文， 德文， 意大利文， 日文， 法文， 简体中文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 韩文,4+,"© Harman International Industries, Incorporated",免费
639531062,吉祥航空,639531065,上海吉祥航空股份有限公司,0,6,0,3.2,911,版本 7.1.1,【新版】全新升级，品质出行好舒心【会员】丰富权益，会员专享等您领【服务】关爱旅客，排忧解难真贴心【活动】福利特惠，琳琅满目不停息,"Juneyao Airlines Co., Ltd.",144.7 MB,旅游,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,"© 2016 JUNEYAO AIRLINES Co., Ltd.",免费
