appid,recommend
639531062,"['437741433', '460033035', '1076498033', '763281937', '465617429', '903408156']"
548608066,"['917670924', '1198464101', '1271984698', '1495279724', '1197339497', '892311054', '789634484', '541052011']"
1251842119,"['1531282255', '1629606076', '1180452732', '1531822826', '1633397186', '1441939599', '724195760', '438871739', '591591500', '902323378', '1483038847']"
1540397127,"['393765873', '1317213409', '874837944', '1151372688', '1289192069', '445375097', '588287777', '1317763917', '1028313528', '385285922', '438426078']"
1483585610,"['957323480', '1270594280', '1024958046', '1212182562', '1493500777', '1098190972', '1074341151', '938688461', '1457657878', '1033751075', '1529852280', '1457487170']"
1495750738,"['1483034045', '1525324150', '1629456780', '1525212637', '1610537436', '1515487012', '1298984261', '1423488396']"
766695512,"['945993620', '1489291047', '1093423753', '1217371304', '1453848251', '487115059', '1481327874', '1139709444']"
1493334107,"['1322418021', '942435865', '827245709', '1497482008', '1406219465', '1462407385', '1570743634', '1135315759', '1552347616', '1481799950', '660186834', '1537949262']"
1460344926,"['1139733348', '1263918989', '1176835541', '1235986511', '1170391447', '1581729244', '1599695143', '1376380683', '698671290', '1609366640', '1560628017', '946788272']"
1544427616,"['1544429501', '1173481530', '1358639876', '6443916065', '1012949110', '1308961915', '1575077708', '1238561804', '1642438934', '1606842290']"
1484994661,"['1609092752', '1569970212', '6443454388', '1505277541', '1541290982', '1540539260', '647695160', '1472550110', '1581719347', '1210014942', '1568856399', '1546171401']"
595277934,"['680447017', '1479283773', '958036160', '919502358', '1008536393', '478834039', '1016151632']"
1663752303,"['1643512817', '1538386158', '988682022', '543012893', '1509047602', '499791471', '528519530']"
1501116528,"['6444056497', '1508294090', '1531820629', '914709548', '988682022', '512402424', '499791471', '528519530']"
1044166783,"['423514795', '796870199', '859938926', '475749270', '1058768061', '1598092077', '525635672', '1275488238', '1394535698', '974428942', '1245488989', '415854096']"
629774477,"['1061501109', '1406735233', '1605922878', '1623171848', '438426078', '458587755', '336141475', '445375097', '385285922', '458318329']"
1218672783,"['824682568', '1345768467', '777457909', '764386155', '994051627', '1093047932', '1484922591']"
1501460625,"['1644485034', '1627205127', '905879095', '1605922157', '1641074608', '1312864700']"
1342118033,"['509436231', '1064902326', '1228966361', '1326060870', '1227407668', '1194887441']"
1623308434,"['1660944904', '1618414236', '1594005716', '1613490000', '1594333082', '1612253687', '1593322666']"
1369503898,"['1356384026', '1363457176', '1361881265', '1361477686', '1361477682', '1352779518', '1474181535', '580370312', '466351433', '1473216170', '1127369019', '1475070178']"
310663323,"['917609029', '1086545170', '739628906', '936066838', '1436965382', '1316860583', '1467855418', '1466185290']"
935549084,"['474433226', '1618137934', '544628003', '626162542', '1577121068', '1518531126', '922830198', '1342014716', '1324387488', '1164005785', '1117763476', '962585252']"
556808349,"['1113883381', '435921465', '1186167184', '1429222550', '656170799', '1053757093']"
414603431,"['444934666', '458318329', '370139302', '389481236', '1087897068', '439638720', '1541981555', '590338362', '725215315', '1146785690', '1480205582', '588673713']"
1375893671,"['1359055423', '853008299', '1123626556', '1445526176', '956439968', '1220839327', '1619861148', '1546172998', '6444823901', '1573544646', '1450703383', '1661119750']"
838211758,"['1198499312', '1059631193', '942821666', '1015293439', '1286499485', '1440697804']"
1098102973,"['1187801604', '1099108435', '1064012897', '1089497855', '635830970', '570608623', '1039332494', '1087715661']"
941480129,"['1318652768', '1531270991', '1179991497', '1058275250', '1375438802', '1252858723', '992334854', '1329484263']"
958068931,"['1605701022', '1516955927', '1224509771', '881803365', '1204698884', '1176877334', '1382533198']"
1330927814,"['803781859', '1380156450', '1519166316', '1569820044', '1179683066', '1554231086', '1551070355', '1498158231', '1561724339', '1552823731', '1139698614', '1547752421']"
560068813,"['462186890', '1443746037', '993993763', '1127249355', '509436231', '488202082']"
1612257488,"['1502503174', '885737901', '1533216241', '1376410848', '1518924323', '1465074128']"
1594005716,"['1621214229', '1618414236', '1623308434', '1613490000', '1597723177', '1593322666', '1594333082']"
957323480,"['1270594280', '1024958046', '1212182562', '1493500777', '1098190972', '1436959122', '977125608', '1125256785', '1248669703', '850263595', '1129048381', '1098484047']"
1581529305,"['1210741206', '1332627856', '1634721182', '1480346829', '1556166351', '1561894043', '1531884517', '1439521846', '1068086465', '1596406400', '1527355884', '1628711546']"
6443915491,"['6450043757', '1622001210', '1608827634', '1632878609', '1587113747', '1630727969', '1474203804']"
940562664,"['940562798', '1315524645', '1477591776', '6443912262', '1202872220', '914882524', '944866007', '1217114187', '1271028379', '1535807762']"
1489090807,"['1584303734', '1516140213', '1529714240', '1625799668', '1580359558', '1640004296', '1481025705', '1217761322', '840793018', '1371391581', '766146107', '995905771']"
990959871,"['1448657842', '1501811651', '969931930', '1519581454', '1511257784', '1111239454', '1523648221', '1531067927']"
1203542281,"['1289105622', '1203189278', '1203230406', '1203229959', '1410634605', '1438606385', '1592408317', '1580572430', '1590120909', '1582802365', '1436282840']"
1550907659,"['1551432325', '1589650447', '1609706598', '1505910220', '1153215951', '1413093098', '1469358502']"
1481799950,"['1537949262', '1570743634', '1552347616', '505884327', '1493334107', '1482230857']"
1437702418,"['1044920135', '963113126', '499179675', '821470312', '1232517717', '1624710603', '871815687', '1119488990', '1163502216', '1556017637', '1160660933', '1453514227']"
737310995,"['423084029', '1541102709', '1243387705', '507161324', '587238847', '1504835619', '1397269811', '1296749505', '499819758']"
1403263259,"['1142878882', '1143994593', '954210263', '1643102007', '1080634885', '1185380895', '1510270439', '1263079672', '973743727', '1209335292']"
1587665183,"['1593830289', '1629456780', '1489690381', '1578216839', '1590120909', '1289105622']"
917207338,"['589713574', '515572395', '433399460', '498941101', '695462786', '1133390422', '532074097']"
519952689,"['1243914133', '1341587189', '1329601501', '1439290777', '1168928180', '1181736519', '1489681931', '1384777411', '1129104892']"
1603967281,"['1659609336', '1602040113', '1555986670', '1603580985', '1659607890', '1523265605']"
590338362,"['1516567721', '1375378796', '1492692771', '1612211762', '1146785690', '725215315', '414603431', '1449599979', '1541981555', '1480205582']"
635828559,"['406141702', '861163533', '1084291731', '635644097', '1218690234', '406146339', '1300058854', '877102884', '409786458', '1328712601', '453056916', '1457541750']"
1061534032,"['1452966819', '1014277964', '471802217', '936718677', '1125855154', '1245052853']"
399423833,"['685303287', '502803489', '667875413', '1098628542', '455221304', '1007812319', '987065303', '1133056767', '1377082167']"
1494661473,"['444442371', '507944293', '1552314395', '1383153118', '1248724490', '1576858756']"
1488894313,"['1505107595', '979095986', '1536375624', '1095283476', '1537508667', '923912459']"
419805549,"['1278238911', '1261766158', '1441905760', '505424979', '687445178', '873905728']"
593394038,"['6449666132', '557509598', '506081667', '956077224', '488528128', '897422059', '1060011393']"
475666808,"['910513149', '1484048379', '724295527', '1097492828', '637428894', '522700349', '1554801875', '1244505010', '919503025', '1324408585', '1460786904', '1156439976']"
989804926,"['309601447', '1055677337', '1295998056', '368483462', '1406553615', '541052011', '1565519310', '1271984698', '1197339497']"
1546795392,"['1544211932', '1587825332', '1540048469', '1101848914', '1204817203', '1463373579', '1620528890', '1541804503', '1456172656']"
477927812,"['382201985', '452186370', '426340811', '1281873118', '1092031003', '714802729', '529696004', '836485862', '1470182559', '494514224', '966129812', '1352849256']"
1476696455,"['1453848251', '1481327874', '1492857933', '1115117590', '1217371304', '1441075355']"
1061034377,"['507161324', '883096979', '1318074960', '6444191417', '1203543592', '987425499', '991522191', '1457786951', '1547213649', '1237451131', '1514351725']"
635206028,"['738227542', '481584414', '561392074', '455933634', '583284315', '1172799134', '1258480187', '1476488323', '923670325', '847327884', '1047052368', '1311109845']"
1570093460,"['1535585585', '1577127674', '1522192046', '1604592450', '1616113199', '1615744942', '1445858252', '1562768010']"
1102305688,"['989673964', '1321803705', '446324234', '1042545880', '1235504705', '1455054000', '1116903233', '1077668575', '1575164705', '1039328791', '1441393867', '1447194704']"
1352186278,"['1375416884', '1642282703', '1642253771', '1642269290', '1585753819', '468591734', '581722040', '1011687876', '1461067674', '1526105345']"
1493146022,"['509436231', '1227407668', '1228966361', '1372514608', '1342118033', '560068813']"
1604565415,"['453405026', '956077224', '593394038', '980020943', '1541992205', '557509598']"
618871234,"['1145200225', '1522431836', '1453786136', '1225520399', '563467866', '646277024']"
997079492,"['1495146577', '1434017554', '477048487', '336829635', '1161387262', '1413108902', '662297095', '322103952']"
1195841989,"['1296796112', '969589921', '949737354', '943432325', '1200776320', '1126382960', '1462017039', '1464887595', '1485824852', '554936942', '1638068385', '531325150']"
417200582,"['1614404734', '518611020', '452176796', '1116025300', '965789238', '518966501', '451400917']"
959527368,"['735866915', '766046464', '705832811', '1561723212', '1590106894', '1591574287', '1510695905', '1170972845', '1487577888']"
1046510029,"['1463838109', '708379313', '1353923577', '1526322752', '1612024321', '1055470300', '293523031', '1203736217', '982072900', '724406878']"
957143504,"['380248105', '443932954', '635938472', '432627778', '321178302', '719117874', '585223877', '876345983', '1406371071', '1413108902', '777280890', '1574589902']"
514734550,"['881467558', '439705977', '1414442713', '896628003', '951457811', '358305912']"
741292507,"['1508097648', '350962117', '533415763', '907002334', '494514224', '364183992', '1057866090']"
1509153244,"['1564223247', '1592801909', '1593683115', '1514718575', '1539659043', '1618401162', '993104567', '1459079627', '906632439', '1526401990', '1605125566', '1472971956']"
477960671,"['1048954353', '1439767245', '297704514', '559798172', '497716362', '1492418551']"
1577015775,"['1593361022', '1605118387', '1610100463', '1583460515', '1589231014', '1511285118', '1611701135', '1457711961', '1490054676']"
1244142051,"['463430049', '724295125', '354818333', '616728746', '600529720', '441450063', '1462179740', '1519508653', '1482680568', '1542746926', '1456172656', '1616833418']"
1527355884,"['1671981388', '1250290965', '1631977822', '1601581768', '1636719674', '1068086465', '1567842939', '1640653011', '1534704608', '1524540481']"
1487895027,"['1454487240', '1205865478', '1585463501', '1228995359', '1066723192', '1645273917', '1634158335']"
1002355194,"['1491125379', '6448904993', '1060362098', '1267714436', '1437628723', '1523648751', '1574640334', '6443617302']"
1003706884,"['1537363688', '1633608640', '1280848178', '1541785644', '1561724339', '1576499990']"
887314963,"['1063270170', '951308995', '1164839046', '415443644', '1055596148', '540996859', '488033535', '871164718']"
1377925652,"['1342572881', '1167823870', '1276464997', '1174669046', '1457521423', '1027699224', '1304869843']"
427457043,"['1623167715', '1601785150', '990529056', '1564219264', '528910047', '1059602107', '1077181856', '1527398076']"
1256847900,"['883096979', '796778475', '1474035355', '1235352905', '869802614', '592673661']"
1185380895,"['1449345358', '1544924081', '1623315458', '1403263259', '1510270439', '1263079672', '406141702', '1209335292', '1272559770']"
964074019,"['1328815514', '1564733018', '1570099247', '1324449717', '1246637618', '973743727', '1506559846', '1495309207', '1449345358']"
1218697769,"['1517748231', '1439527458', '1417135544', '1552309971', '1053160529', '1119397292', '1063806270', '1439986536', '921864548', '1478903291']"
1309415987,"['1129104892', '1439290777', '1366226507', '1149186410', '1384777411', '1197956810']"
1603172928,"['6447238687', '796778475', '592673661', '1474035355', '1592989554', '1256847900', '1217682855']"
1039727169,"['1537551402', '333206289', '656567717', '1383652311', '1566529260', '685872176']"
1546172998,"['1450703383', '1532730261', '1222292970', '1550252957', '1372514608', '910791975']"
489667151,"['331975235', '469337564', '878783582', '950099951', '430437503', '1146597773', '1152747299', '1014933300', '956480678', '1527554407', '1519508653', '1439521846']"
391076447,"['956077224', '451084152', '1603759547', '557509598', '1060011393', '453405026', '593394038', '506081667', '640043012']"
986217056,"['1208346068', '1547547623', '1268542657', '1026478681', '863969708', '1093150126', '1461450248', '1008089557']"
424598114,"['1131134781', '1538405780', '1065178761', '486744917', '427457043', '1353738167']"
1485888099,"['1494441803', '1492634383', '1596875771', '1121281655', '1265739545', '1490065447']"
1472477795,"['391965015', '1420423432', '990595573', '1422953901', '1412613043', '1473911984', '1546699548', '1314856075', '1299590022', '672111230', '1471611542', '1071343649']"
1397676648,"['1406111200', '1388845809', '1402940424', '1415614955', '1403634701', '1396939210', '1474927765', '889835515', '1390906072', '1381319326', '1299519848', '1387389046']"
1505286772,"['1535298845', '1552347616', '1537949262', '1493334107', '1570743634', '505884327']"
1111759476,"['1110287329', '578186621', '693228373', '1447938076', '1448459405', '1308687070']"
1499806327,"['1067251466', '869802614', '592673661', '1205221033', '1252877377', '1474035355', '1446696766', '1447790270', '1247370567', '1542440341', '1570415526', '6443516566']"
1593981570,"['1614048980', '1585400501', '1362938019', '1535175825', '1324858827', '1585937510', '1341558348']"
509885060,"['1282270796', '1448346035', '910513149', '746925035', '1137896285', '887320939']"
433592972,"['1245488989', '577659431', '1085041167', '1112041163', '1268513597', '1614355633', '967227066', '645811920', '1473728816', '1429689421', '775686818', '447733826']"
1028971150,"['1199289333', '1278797028', '671797170', '6443960894', '1316368848', '1014448385']"
1493359248,"['1598773243', '1543848875', '1601611643', '1514892138', '1573703591', '1587451906']"
6443965079,"['6443874027', '1625248503', '6444094813', '1628711546', '1633014886', '6444330220']"
1488075416,"['1512735976', '1573530991', '1541566975', '1492218590', '1066224046', '1163450606', '1177926454', '1299418057', '1069609816']"
660036257,"['1126370589', '1124972125', '1077455978', '1104649246', '671352640', '1141720421']"
1556585122,"['920305451', '1343226036', '1565918548', '1037725396', '1063178051', '1519792536']"
1616272046,"['1617230662', '1095903651', '1305613393', '6443981450', '1520145510', '1452836503', '1463260661']"
1410554544,"['1439290777', '1367302157', '1197956810', '1168928180', '1632997475', '1149186410']"
735754930,"['1370772742', '1516563238', '1230279885', '1163589777', '1447604784', '1118288651', '1192174860', '940376535', '849590697', '1424922351', '1505005661', '1395842610']"
364387007,"['336693422', '1075910959', '1509844788', '1175596631', '1200842933', '352509417', '398018310', '602660809', '504631398', '358305912']"
439638720,"['444934666', '458318329', '414603431', '370139302', '389481236', '1087897068', '441216572', '681583243', '830302503', '1450504057', '1470901874', '1567785524']"
422689480,"['535886823', '544007664', '585027354', '439438619', '414706506', '388497605', '1462419097', '1145412791', '461316429', '922793622', '722120997', '1609092716']"
1407163092,"['1489960199', '1340641916', '598257382', '768592885', '1400607221', '1281462422', '575826903']"
1442757335,"['6444330322', '914399672', '1105845815', '681631863', '1571094548', '1267714436', '1256297930']"
1048918751,"['1030675668', '878075397', '615961912', '1469339925', '1527039353', '1028379813']"
1547909857,"['1507307307', '6446080150', '862868793', '1447194704', '1240024710', '1478095132']"
1110653667,"['1468869222', '1300474122', '1429222550', '1210229701', '1129051091', '1361477682', '1535766300', '921130368']"
1405459188,"['1447750768', '1453273600', '1548193893', '1661697436', '1153364367', '1543537943', '1473805438', '1447489375', '1463298887', '1436902243', '1445874902']"
1506040567,"['1458375258', '1494872671', '1455809231', '1471997920', '1462849490', '633127629', '1335938338', '1203230406', '1433159392', '946788272']"
1288723196,"['586447913', '586683407', '586449534', '951937596', '410395246', '1113153706', '1055677337', '940076212', '541052011', '989804926', '1114765817', '1559740799']"
1445796613,"['1260905835', '1475045941', '1476434669', '1477589070', '1475210463', '528910047', '1564219264', '1059602107', '959900028', '427457043', '1552154078']"
1522424583,"['444934666', '458318329', '414603431', '370139302', '389481236', '1087897068', '509436231', '1342118033', '1566560323', '1423108765', '560068813', '1228966361']"
1057446665,"['337876534', '1367830788', '1217682855', '1546706060', '974428942', '1152954857', '1245488989', '415854096', '794862904', '525635672']"
1364335371,"['1106721298', '1356419320', '1439160757', '1383180644', '1443684825', '1387349876', '1220063130', '1597253813', '1579995523', '831152887', '1552199158', '937718003']"
974428942,"['471855847', '481594428', '1497499592', '1102380825', '1544934299', '1227401174', '1152954857', '415854096', '1245488989', '487967179', '794862904', '1057446665']"
1351654161,"['1401756099', '1453978896', '1200408306', '1118492954', '6444261416', '1065905995', '1203736217', '1551992219', '1279783698', '905859401', '1525322035']"
954981140,"['1068381374', '1452864064', '987381870', '793040736', '1241204798', '1401783711', '1195765862']"
478681880,"['406170251', '687625208', '1003715695', '389793068', '557839389', '523301695', '557509598', '1450590951']"
1377614620,"['1468225925', '1492018782', '1478077079', '1182853814', '543465749', '1033070952', '1456247761']"
1228995359,"['1489311475', '1205865478', '1634158335', '598257382', '1077248962', '1585463501', '1340641916']"
1138236198,"['472208016', '1282270796', '1480205582', '1260489449', '1506699739', '1446698619', '1377083962', '1146785690', '867366489', '588673713', '1353302875', '1605585211']"
789568297,"['637381980', '1367783087', '1457428243', '883999044', '1481805325', '1217332551', '1295565906', '1537755214']"
525245230,"['836443085', '959450517', '853427553', '1174201566', '1256877803', '979029059', '1484024480', '914709548', '512402424', '1245006307', '1625289361', '988682022']"
1377082167,"['460979760', '1453308788', '987065303', '399423833', '1007812319', '1133056767', '1098628542']"
992049985,"['1018592637', '1095981915', '1492979837', '1110254073', '999678729', '954981140', '1308907291']"
1531247442,"['834700626', '931785789', '1495617872', '1576858756', '1477946462', '1556784935']"
1525341029,"['1102655852', '1532725465', '1562604963', '1234927940', '1157358462', '1489924329', '6444043621', '1465221469', '1456555636', '1485856220', '1528875719', '1270059337']"
1148517227,"['1113872181', '1451024401', '1438701334', '1454188121', '1498461623', '1035110131', '1080590044', '479816651', '1090793057', '1213680443']"
1501289327,"['1584984757', '1627452460', '836485862', '716483205', '1529434108', '1150851471']"
587176822,"['1442041390', '1336411132', '1256992655', '1462999056', '1518190153', '1121943475', '1445858252']"
1037589370,"['431620005', '1210229701', '1361881265', '1122920020', '496856027', '903408156']"
592673661,"['1067251466', '869802614', '1205221033', '1499806327', '1252877377', '1474035355', '796778475', '1603172928', '1256847900', '883096979', '1217682855', '980231513']"
557079423,"['458032309', '1459204896', '1453347489', '1506460349', '1470559399', '1579702173', '981758488', '1213335257']"
1531673495,"['1546694784', '1486498928', '1477939285', '1489895258', '948508001', '997670414', '1097708692']"
1305099161,"['1345937284', '1481149822', '1659813666', '1500163057', '1364241662', '1435666023', '1393886341', '1374137732', '1339124759', '1111292831', '1630868579']"
1332698015,"['1515861793', '1480082210', '1509650591', '1585925581', '1468244329', '1529078175']"
1552407475,"['338225335', '1012838112', '1244916209', '327732352', '577741918', '396838427', '1434981148']"
1002314698,"['1559857669', '1276448272', '640076621', '1061504496', '768082524', '1502055508', '543114016']"
432274380,"['639087967', '6444362523', '1589925193', '1661084023', '1173448138', '494514224', '914927889', '1582397618', '888237539', '477927812', '907002334']"
1304869843,"['1180461634', '1027699224', '1493160468', '1460361604', '622561807', '1457521423']"
375380948,"['364709193', '525463029', '466122094', '408709785', '899247664', '361285480', '390928219', '899147555', '520749237', '1597250575', '404849387', '1455432631']"
1147452377,"['1500225213', '1095523835', '881803365', '1278817354', '1524291316', '1136184085', '1092084634']"
894974941,"['1508464482', '1204090346', '1623209537', '982817844', '1012491820', '1189885433']"
1547770846,"['1337493527', '1346472921', '994796154', '1639053411', '917064289', '1020578304', '1470898675', '1478616872']"
1534704608,"['1542127789', '1542127746', '1575496870', '1613679393', '1548628942', '1567842939', '1527355884', '1640653011', '1523763411', '1068086465', '1672575212']"
899529698,"['1550540905', '713517954', '1030700715', '951610982', '1098101770', '1130205489']"
1522645988,"['1529055161', '1529055219', '1548409271', '1615145748', '1546420986', '1615345821', '1245007181', '1441075355', '1484024480', '1492857933', '6444599344', '1115117590']"
535886823,"['544007664', '585027354', '439438619', '414706506', '422689480', '388497605', '1538268350', '989804926', '940076212', '911813648', '454390333', '1559740799']"
1064868841,"['1610284694', '962209511', '1547782588', '1035217590', '951308995', '1327732591', '1191748979']"
790133739,"['715027145', '1254968611', '1523612331', '609377731', '1057866090', '1483169890', '1126393139']"
463150061,"['1447341012', '1391647217', '1455212856', '462186890', '1127249355', '1443746037', '560068813', '993993763', '517850153']"
554499054,"['911699257', '1061542715', '1265702413', '1326713123', '688037240', '909380737', '997586276']"
1407704049,"['1397397973', '1233738041', '743901073', '955366305', '1396971284', '1114551736']"
925547507,"['1477780495', '1386620073', '875654777', '1052684637', '1347162740', '1117828250']"
1294031865,"['625077646', '1588050022', '1206808067', '1291745928', '1433242294', '922456579', '1462612037', '1259040600', '951457811']"
974568444,"['980546123', '1561100956', '910424613', '1537749875', '1485826096', '896405406', '1502211170']"
450722833,"['441179131', '1101848914', '1451457615', '1183817887', '1141755970', '1003588804', '1146543227']"
351091731,"['390860325', '1056487123', '1323479370', '1566835977', '1286975560', '685872176']"
6443809818,"['1095229897', '1384785590', '1660194065', '1537352309', '1546420986', '578064020']"
1384094747,"['600418150', '1570743634', '1581299050', '6443542652', '1032154773', '642013747', '1420341442', '484501395', '981061705', '461317017', '667831823', '1404669108']"
1104649246,"['1073082439', '955254528', '975709372', '549019596', '777280890', '891369112', '1077455978', '671352640', '1126370589', '1124972125', '1141720421', '660036257']"
1472502819,"['1439077104', '440948110', '1625234879', '1612416639', '1564223247', '1415653267']"
527588389,"['959883039', '1469033443', '1585618286', '1438248122', '662890455', '423214938', '838981369', '1448661287', '687934254']"
586447913,"['586683407', '586449534', '951937596', '1288723196', '410395246', '1113153706', '6444708069', '1423643723', '1146505919', '1207332399', '305727658', '1510195065']"
1610447913,"['1471518761', '1552134957', '1485714816', '1588518868', '6444545478', '1642725170', '1595765605', '1614196504', '1503486606', '1514942957', '1581290510', '1558156247']"
1494228011,"['1599686640', '1523823493', '1478583777', '965693108', '1117930483', '1344734231', '1663714054']"
1439521846,"['1014933300', '494813494', '1542746926', '1494271533', '1548894287', '1519508653']"
1397406775,"['1397406762', '1464497996', '1397407763', '1397407417', '1494864962', '1397407758', '1357215444', '1552134957', '1436650069', '1180825853', '1353326686', '1012115120']"
1636719674,"['6446304087', '1532159736', '1527355884', '1068086465', '1524540481', '6444361509', '1640653011', '1672252998']"
527809600,"['1254299999', '1209759365', '1572962636', '793040736', '1241204798', '634896669']"
531012674,"['966143669', '1668936317', '1450918170', '1389704615', '885396783', '438871739', '724195760', '591591500', '902323378', '435060143']"
510909506,"['1002355194', '860384719', '1267714436', '1442757335', '1193111804', '1540247980']"
515292232,"['1414322240', '1077989161', '1460361604', '1479504253', '1098051002', '1312142829', '1304869843']"
534174796,"['1597240408', '1489960199', '1470224543', '731837904', '733689509', '768592885', '487608658']"
1451457615,"['547104281', '1146543227', '1244142051', '1418530800', '1262785828', '1559271447', '1541516345']"
1105804369,"['1519580267', '1106786891', '1550697297', '1441878925', '1636444223', '1663612070', '6443618229', '637428894']"
1198464101,"['917670924', '548608066', '1101000245', '889835515', '1381319326', '1515264380', '1208322173', '481584414']"
582007913,"['1573334552', '1299418057', '1496718223', '1191100729', '942293983', '1244489779', '1116095987']"
1594801260,"['1490370136', '1476786027', '1315925508', '1637123283', '918387844', '1632005575']"
1003715695,"['406170251', '687625208', '389793068', '557839389', '523301695', '506081667', '1461458147', '1067198688', '847764912', '942821666', '1137060820', '487161848']"
1609366640,"['1599695143', '1581729244', '1604148717', '1617269534', '1600696177', '1568434149', '1170391447']"
1188224117,"['1499197790', '1500376147', '1436456641', '1542571221', '1390958699', '1309421727', '1204633015']"
1541102709,"['423084029', '737310995', '1243387705', '1510511992', '1067740478', '1024434395', '882549448', '954995415', '1434682230']"
1473805438,"['1450994949', '1559497253', '1543537943', '1436902243', '549039908', '1501532023', '1594898306', '896694807', '1436650069']"
918387844,"['1485345686', '1490370136', '1476786027', '1315925508', '1489898289', '1174237598', '1594801260']"
540679302,"['1077989161', '1660162190', '1102364578', '819809799', '1479504253', '515292232']"
863837323,"['1051160209', '1228995359', '1340641916', '1077248962', '1261299076', '768592885', '1205865478']"
427941017,"['881332490', '1104077718', '1505275164', '853008299', '1352849256', '1212710256', '1344758206', '1584984757', '1397815778']"
481623196,"['689180123', '653350791', '487608658', '654897098', '731871690', '891186836', '1505286772', '452186370', '461703208', '505884327', '1135315759', '1027334165']"
336141475,"['1088744483', '1618146515', '629774477', '458318329', '385285922', '458587755', '393765873', '438426078']"
1516567721,"['590338362', '1375378796', '1492692771', '1612211762', '6443981450', '1584777778', '1579457180', '1480655421', '1538547054', '6443827162']"
1453948073,"['1602131380', '1136360602', '1609550066', '6444634866', '1575333653', '1502372157', '1598095237']"
498941101,"['532464577', '453405026', '554594787', '598848324', '638623585', '971567300', '463692371', '595054723', '917207338', '502464124', '515572395', '1369865006']"
1027275974,"['1555174505', '1525655990', '1587662715', '1456096651', '1529059255', '1572601091']"
1030675668,"['1436957511', '1468422875', '1308145246', '1469339925', '1335458066', '1297123402', '1450893002']"
446332125,"['666237532', '958030062', '1019027818', '906186010', '1279195640', '1444275886', '634340965', '1366499271', '1507868403', '1515452331', '1635676400', '1521205453']"
803781859,"['1330927814', '1380156450', '1519166316', '1569820044', '1179683066', '1554231086', '906995758', '1166891071', '1244984370', '852188634', '1486550577', '1246135464']"
1260322025,"['1586445585', '1211042211', '1548233137', '1436675436', '1176775033', '998790080', '928864273', '1487597184']"
906632439,"['1089497855', '570608623', '766695512', '1087715661', '1098102973', '1039332494']"
597351676,"['606669468', '950178830', '1564054014', '1021435128', '1554030035', '1241302729', '1093047932', '1003630908', '1571615121']"
1161387262,"['997079492', '477048487', '336829635', '288286079', '1280984498', '994459137']"
1089854728,"['1464836695', '1458702337', '1085941322', '1517210650', '793040736', '1534868292']"
913947918,"['443354861', '545623778', '1452966819', '1180885977', '1028887806', '847347016', '1612416639', '1564619940', '1509846419', '1586286914']"
749083919,"['1017261655', '749124884', '749046891', '804641004', '983826477', '1267331464', '1158929797', '404516121', '1363846787', '1125320042', '1581369802', '1406209692']"
1052654880,"['910768078', '712437486', '1069297969', '1561723212', '718659370', '951308995', '1590106894', '1064868841']"
1440021793,"['1338646799', '1184826289', '1298971687', '1251781928', '1179268800', '1294156707', '1436023469', '1517746218', '1438606385', '1592408317', '1582802365', '1203542281']"
423525686,"['531212368', '1214214120', '738362146', '530388008', '1343109271', '1111074226', '820369549', '907323628', '1222204519', '1039602789', '492180369', '1071358370']"
1462738233,"['524644568', '807317212', '1339565856', '1073431872', '539190656', '1340641916']"
988396858,"['1561900563', '722179132', '1582397618', '1472136292', '1177483064', '1485537481']"
1574026555,"['1401595601', '1556018909', '1558393486', '1053422217', '698015255', '1547909127']"
356023612,"['391959946', '1001058738', '532464577', '333953812', '951457811', '586156969', '930342070']"
1515674937,"['1555615734', '910780054', '1142536340', '1473088748', '1375992347', '1537749875', '1115107127']"
388627783,"['349447615', '1386975827', '1366265585', '1249901692', '388624839', '1271646620', '1489588457']"
1536523597,"['1559836541', '901402588', '6444933439', '1490405439', '1273660303', '1563705430', '1539411511']"
859962702,"['1620816862', '1576858756', '1509364970', '955310257', '1568444438', '834700626', '1129695874']"
948600146,"['1545509182', '1523028418', '1450343083', '1542556918', '1054274669', '909585888', '1050060046', '1129048381', '909627323', '982191521']"
1575517523,"['1377083962', '1503112304', '1455068259', '1561129350', '1575184502', '1516750189', '1048838844', '1186154877', '1202642773', '1235959662', '1594175673']"
1016323413,"['1156778032', '509436231', '1342118033', '963152777', '1522424583', '1228966361', '1423108765']"
379395415,"['688037240', '447313708', '395096736', '651323845', '453691481', '388089858', '655516874']"
595672427,"['1057082209', '560969504', '1233987336', '1551265055', '1160660933', '1119488990']"
779656557,"['845657206', '1478509530', '1281345512', '551448817', '1368995392', '529815782', '1077177456', '1169136078', '1151052149']"
1602493806,"['1445514265', '6448223800', '1632997475', '1633224206', '1181736519', '1489681931', '1509198044', '1384777411']"
594402673,"['1316876953', '950574460', '650738672', '1467168365', '1034768922', '1042893783', '1310256718', '452176796']"
688037240,"['379395415', '476353331', '909380737', '447313708', '1530381856', '395096736', '1265702413']"
1060011393,"['488528128', '453405026', '506081667', '1582110447', '557509598', '956077224']"
1337474440,"['1104219786', '1232983203', '929448745', '1543659257', '1619807929', '1459607218', '1545288590']"
842407312,"['1456805917', '1182970252', '980020943', '640043012', '1434226580', '453405026', '1604565415', '1066768602']"
1378467217,"['469863705', '660345152', '395623983', '367567459', '1300256105', '551817261', '1186728253']"
1461656978,"['1542573281', '1670525320', '1525860624', '1406704498', '1495752671', '1398735486', '726652629', '1505946846']"
